Label,Id,timeset,known,blockriccimaxmod,blockriccifinal,Degree,Weighted.Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality,Symbol,Full.Name,Gene_Name,Description,Gene_Family,AHD.2.0.hormone.annotations,GO.annotations,SideInfo_Update,SideInfo_Label,NodeAnno_Update,Plant.hormone.signal.transduction,Brassinosteroid.biosynthesis,Plant.pathogen.interaction,MAPK.signaling.pathway,Phosphatidylinositol.signaling.system,Basal.transcription.factors,Mismatch.repair,DNA.replication,Nucleotide.excision.repair,RNA.polymerase,Spliceosome,RNA.transport,RNA.degradation,Ribosome,Endocytosis,Protein.processing.in.endoplasmic.reticulum,Ubiquitin.mediated.proteolysis,Fructose.and.mannose.metabolism,Amino.sugar.and.nucleotide.sugar.metabolism,Biosynthesis.of.unsaturated.fatty.acids,alpha.Linolenic.acid.metabolism,Fatty.acid.degradation,Valine..leucine.and.isoleucine.degradation,Peroxisome,Cysteine.and.methionine.metabolism,Pyrimidine.metabolism,Purine.metabolism,Circadian.rhythm,Citrate.cycle,Pyruvate.metabolism,Glycolysis.Gluconeogenesis,Abscisic_acid,Auxin,Brassinosteroid,Cytokinin,Ethylene,Gibberellin,Jasmonic_acid,Salicylic_acid,Transcription_factor,Transporter,Stress,Abiotic_biotic_stimulus
AT2G43790,210,NA,0,26,122,3,3,10,0.222253,0.235968,103.558609,2.90E-05,2.90E-05,57,0.000261,0,0,0,0.00595,MAP KINASE 6 (MPK6),MAP KINASE 6 (ATMPK6);MAP KINASE 6 (MPK6);MAP KINASE 6 (ATMAPK6);MAP KINASE 6 (MAPK6),MPK6,"Encodes a MAP kinase induced by pathogens, ethylene biosynthesis, oxidative stress and osmotic stress.Also involved in ovule development. Homozygous mutants in a MPK3 heterozygous background are female sterile due to defects in integument development.MPK6 appears to be associated with the microsomal compartment and may be involved in mediating secretory processes. The mRNA is cell-to-cell mobile.",MAP Kinase (MAPK) Family,"abscisic_acid,ethylene,jasmonic_acid,salicylic_acid","abscisic acid,ethylene,jasmonic acid,salicylic acid",Multi,Multi,"abscisic acid,ethylene,jasmonic acid,salicylic acid,Plant-pathogen interaction,MAPK signaling pathway",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,1,1
AT2G43970,1444,NA,0,21,454,1,1,11,0.175956,0.181631,0,2.00E-06,2.00E-06,108,0.000159,0,0,0,0.000729,LA RELATED PROTEIN 6B (LARP6B), (ATLARP6B);LA RELATED PROTEIN 6B (LARP6B),NA,RNA-binding protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44040,741,NA,0,140,327,2,2,1,1,1,1,0,0,32,0.000554,25,0,0,0.000994,,,NA,"Dihydrodipicolinate reductase, bacterial/plant;(source:Araport11)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44050,2295,NA,0,11,560,1,1,11,0.190087,0.197554,0,4.20E-05,4.20E-05,73,0.00012,0,0,0,0.001379,COI1 SUPPRESSOR1 (COS1),CORONATINE INSENSITIVE1 SUPPRESSOR (COS1);COI1 SUPPRESSOR1 (COS1),NA,"6,7-dimethyl-8-ribityllumazine synthase / DMRL synthase / lumazine synthase / riboflavin synthase [Arabidopsis thaliana]. Acts in the jasmonic acid signaling pathway. The mRNA is cell-to-cell mobile.",NA,jasmonic acid,jasmonic acid,jasmonic acid,jasmonic acid,jasmonic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0
AT2G44080,522,NA,0,11,65,8,8,10,0.235694,0.269158,1841.896861,0.077862,0.077862,3,0.000488,0,0.178571,5,0.19301,ARGOS-LIKE (ARL),ARGOS-LIKE (ARL),NA,"Encodes ARL, a gene similar to ARGOS involved in cell expansion-dependent organ growth. Upregulated by brassinosteroid. Acts downstream of BRI1. The mRNA is cell-to-cell mobile.",NA,NA,NA,brassinosteroid,brassinosteroid,brassinosteroid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44090,2286,NA,0,68,259,1,1,10,0.196615,0.206757,0,6.00E-06,6.00E-06,47,0.000147,0,0,0,0.003562,,,NA,Ankyrin repeat family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44100,1918,NA,0,11,15,1,1,12,0.203417,0.22541,0,0.013553,0.013553,3,0.000111,0,0,0,0.033086,GUANOSINE NUCLEOTIDE DIPHOSPHATE DISSOCIATION INHIBITOR 1 (GDI1),GUANOSINE NUCLEOTIDE DIPHOSPHATE DISSOCIATION INHIBITOR 1 (ATGDI1);GUANOSINE NUCLEOTIDE DIPHOSPHATE DISSOCIATION INHIBITOR 1 (GDI1); (AT-GDI1),NA,GDP dissociation inhibitor involved in vesicular membrane traffic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44130,1151,NA,0,68,259,1,1,10,0.196615,0.206757,0,6.00E-06,6.00E-06,47,0.000147,0,0,0,0.003562,KISS ME DEADLY 3 (KMD3),KELCH-DOMAIN-CONTAINING F-BOX PROTEIN 39 (KFB39);KISS ME DEADLY 3 (KMD3),NA,"Encodes a member of a family of F-box proteins, called the KISS ME DEADLY (KMD) family. Component of SCF ubiquitin protein ligase, interacts with phenylalanine ammonia-lyase. AtKFB39 is a homolog of previously identified AtKFB50 (At3g59940) and specifically interacts with Arabidopsis PAL3 and PAL4 in vitro. In planta, together with AtKFB01, KFB20 and KFB50, it regulates PAL protein stability thus controlling phenylpropanoid biosynthesis .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44270,903,NA,0,11,36,1,1,11,0.19985,0.220059,0,0.010791,0.010791,3,0.000108,0,0,0,0.025737,REPRESSOR OF LRX1 (ROL5),REPRESSOR OF LRX1 (ROL5),NA,"Encodes ROL5, a repressor of lrx1 mutants that develop aberrant root hairs.  ROL5 is a homolog of yeast Ncs6p that affects TOR signaling.  The target of rapamycin (TOR) pathway is a major regulator of cell growth in eukaryotes, and inhibition of this pathway by rapamycin reduces cell growth. ROL5 might function as a mitochondrial component of the TOR pathway that influences the plant's response to ROS (reactive oxygen species).",NA,NA,NA,NA,NA,"TOR signaling,ROS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44280,1670,NA,0,11,15,1,1,10,0.217565,0.242569,0,0.017268,0.017268,3,0.000115,0,0,0,0.043376,,,NA,Major facilitator superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44360,950,NA,0,31,387,2,2,12,0.157413,0.162256,2392,0,0,4,0.000372,0,0,0,0.001081,,,NA,ecotropic viral integration site protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44620,1835,NA,0,244,546,1,1,1,1,1,0,0,0,89,0.00038,76,0,0,0.000493,MITOCHONDRIAL ACYL CARRIER PROTEIN 1 (MTACP-1),MITOCHONDRIAL ACYL CARRIER PROTEIN 1 (MTACP1);MITOCHONDRIAL ACYL CARRIER PROTEIN 1 (MTACP-1),NA,"Encodes a member of the mitochondrial acyl carrier protein (ACP) family.  As part of the mitochondrial matrix, it is likely to be involved in fatty acid or lipoic acid biogenesis. Its acylated form is predominantly present in the mitochondrial membrane while the non-acylated form is soluble. The mRNA is cell-to-cell mobile.",NA,NA,NA,fatty acid metabolism,fatty acid metabolism,fatty acid metabolism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44670,1770,NA,0,129,310,1,1,10,0.206792,0.217248,0,1.70E-05,1.70E-05,2,0.00012,0,0,0,0.003338,,,NA,senescence-associated family protein (DUF581);(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44710,1319,NA,0,3,112,3,3,10,0.204408,0.214226,223.299521,1.10E-05,1.10E-05,59,0.000255,0,0.333333,1,0.00359,,,NA,RNA-binding (RRM/RBD/RNP motifs) family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G44950,141,NA,0,2,78,34,34,9,0.27585,0.301573,50162.94455,0.000705,0.000705,6,0.002325,0,0.039216,22,0.072959,HISTONE MONO-UBIQUITINATION 1 (HUB1),HISTONE MONO-UBIQUITINATION 1 (HUB1);REDUCED DORMANCY 4 (RDO4),NA,The gene encodes one of two orthologous E3 ubiquitin ligases in Arabidopsis that are involved in monoubiquitination of histone H2B. Regulates expression of disease resistance genes.,NA,"ethylene,salicylic_acid","ethylene,salicylic acid",Multi,Multi,"ethylene,salicylic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
AT2G44970,996,NA,0,33,281,4,4,10,0.239876,0.255262,2926.058592,0.001039,0.001039,19,0.000325,0,0,0,0.017829,,,NA,alpha/beta-Hydrolases superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45000,713,NA,0,79,177,2,2,11,0.20532,0.216255,11940,1.00E-05,1.00E-05,10,0.00026,0,0,0,0.003152,EMBRYO DEFECTIVE 2766 (EMB2766),EMBRYO DEFECTIVE 2766 (EMB2766); (ATNUP62);NUCLEOPORIN 62 (NUP62),NA,"Encodes a nucleoporin, a component of the nuclear pore complex, that appears to be a major negative regulator of auxin signalling. Loss of function mutants are embryo lethal.",NA,NA,NA,auxin,auxin,auxin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45010,774,NA,0,32,336,3,3,10,0.225521,0.237996,2929.421825,0.000219,0.000219,74,0.000267,0,0,0,0.007204,,,NA,PLAC8 family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45040,407,NA,0,69,149,1,1,10,0.237778,0.253182,0,8.60E-05,8.60E-05,44,0.000127,0,0,0,0.013224,,,NA,Matrixin family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45070,521,NA,0,11,36,3,3,10,0.22516,0.25411,29.554212,0.041612,0.041612,3,0.00022,0,0.666667,2,0.102199,SUPPRESSORS OF SECRETION-DEFECTIVE 61 BETA (SEC61 BETA),SUPPRESSORS OF SECRETION-DEFECTIVE 61 BETA (SEC61 BETA),NA,Sec61 Beta Subunit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45190,2045,NA,0,18,50,2,2,10,0.216914,0.2294,217.150633,1.70E-05,1.70E-05,108,0.000187,0,0,0,0.005835,ABNORMAL FLORAL ORGANS (AFO),ABNORMAL FLORAL ORGANS (AFO);YABBY1 (YAB1);FILAMENTOUS FLOWER (FIL),NA,Encodes a member of the YABBY family of transcriptional regulators that is involved in abaxial cell type specification in leaves and fruits. YAB1 acts in a non-cell autonomous fashion within the meristem to affect phyllotactic patterning. The non-autonomous effect on the central region of the meristem is mediated through the activity if Lateral Suppressor (LAS).,NA,,,Transcription_factor,Transcription_factor,Transcription_factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0
AT2G45360,2456,NA,0,299,613,2,2,10,0.21368,0.225071,2392,1.80E-05,1.80E-05,108,0.000256,0,0,0,0.004435,,,NA,ankyrin repeat/KH domain protein (DUF1442);(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45440,2437,NA,0,296,610,0,0,0,0,0,0,0,0,131,5.70E-05,112,0,0,0,DIHYDRODIPICOLINATE SYNTHASE 2 (DHDPS2),DIHYDRODIPICOLINATE SYNTHASE 2 (DHDPS2),NA,Encodes a protein that likely has dihydropicolinate synthase activity based on its mutant phenotype of decreased lysine levels and increased aspartate levels. The mutant also has increased levels of threonine. The enzyme is predicted to localize to the chloroplast.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45640,1668,NA,0,20,32,1,1,10,0.233168,0.250122,0,8.90E-05,8.90E-05,2,0.000132,0,0,0,0.014831,SIN3 ASSOCIATED POLYPEPTIDE P18 (SAP18),SIN3 ASSOCIATED POLYPEPTIDE 18 (ATSAP18);SIN3 ASSOCIATED POLYPEPTIDE P18 (SAP18),NA,"Involved in the regulation of salt  stress. Expression of  AtSAP18 is induced by NaCl, cold, drought,  ABA, and ethylene treatment. AtSAP18 and HDA19 associate with  ERF3 and ERF4 both in vitro and in vivo.",NA,,,Abscisic_acid,Abscisic_acid,"Abscisic_acid,RNA transport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1
AT2G45660,663,NA,0,127,304,10,10,9,0.267494,0.295349,72028.41992,0.017693,0.017693,62,0.000876,0,0.022222,1,0.061021,AGAMOUS-LIKE 20 (AGL20),AGAMOUS-LIKE 20 (AGL20);SUPPRESSOR OF OVEREXPRESSION OF CO 1 (ATSOC1);SUPPRESSOR OF OVEREXPRESSION OF CO 1 (SOC1),NA,Controls flowering and is required for CO to promote flowering. It acts downstream of FT. Overexpression of (SOC1) AGL20 suppresses not only the late flowering of plants that have functional FRI and FLC alleles but also the delayed phase transitions during the vegetative stages of development. AGL20/SOC1 acts with AGL24 to promote flowering and inflorescence meristem identity.AGL20 upregulates expression of AGL24 in response to GA.,NA,NA,NA,NA,NA,flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45770,1842,NA,0,196,471,3,3,10,0.239876,0.257266,2021.372053,0.000145,0.000145,9,0.000261,0,0,0,0.019691, (CPFTSY), (CPFTSY),NA,"chloroplast SRP receptor homolog, alpha subunit CPFTSY. Required for LHCP  integration into isolated thylakoids.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45810,2006,NA,0,3,325,1,1,12,0.149862,0.154125,0,0,0,59,0.000174,0,0,0,0.000697,RNA HELICASE 6 (RH6),RNA HELICASE 6 (RH6),NA,DEA(D/H)-box RNA helicase family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45820,1604,NA,0,10,508,3,3,10,0.231499,0.246415,2468.627722,0.000229,0.000229,73,0.000292,0,0,0,0.011192,REMORIN 1.3 (Rem1.3),REMORIN 1.3 (Rem1.3),NA,"Lipid raft regulatory protein, crucial for  plasma membrane nanodomain assembly to control plasmodesmata aperture  and functionality.",NA,ethylene,ethylene,ethylene,ethylene,ethylene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45850,29,NA,0,2,20,7,7,10,0.252266,0.272631,5904.929279,0.000246,0.000246,20,0.000518,0,0.333333,7,0.031222,AT-HOOK MOTIF NUCLEAR LOCALIZED PROTEIN 9 (AHL9),AT-HOOK MOTIF NUCLEAR LOCALIZED PROTEIN 9 (AHL9),NA,AT hook motif DNA-binding family protein;(source:Araport11),NA,NA,NA,NA,NA,AT hook motif DNA-binding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45860,235,NA,0,63,133,3,3,12,0.155592,0.161299,0.333333,0,0,6,0.000328,0,0.666667,2,0.002831,,,NA,hypothetical protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45920,520,NA,0,3,180,6,6,10,0.244708,0.260505,2832.573494,0.000496,0.000496,73,0.000423,0,0,0,0.016309,,,NA,U-box domain-containing protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45950,756,NA,0,28,48,6,6,9,0.246854,0.263941,13282.04869,0.000191,0.000191,10,0.000562,0,0,0,0.018596,SKP1-LIKE 20 (SK20),SKP1-LIKE 20 (ASK20);SKP1-LIKE 20 (SK20),NA,SKP1-like 20;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G45960,731,NA,0,8,12,5,5,11,0.189981,0.206429,123.623995,0.00941,0.00941,3,0.000313,0,0.4,4,0.023848,PLASMA MEMBRANE INTRINSIC PROTEIN 1B (PIP1B),TRANSMEMBRANE PROTEIN A (TMP-A);PLASMA MEMBRANE INTRINSIC PROTEIN 1B (PIP1B);NAMED PLASMA MEMBRANE INTRINSIC PROTEIN 1;2 (PIP1;2); (ATHH2),NULL,a member of the plasma membrane intrinsic protein subfamily PIP1. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed ubiquitously and protein level decreases slightly during leaf development.,Aquaporin Families,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G46550,1967,NA,0,11,207,15,15,9,0.253765,0.27275,20011.94312,0.009056,0.009056,73,0.001006,0,0,0,0.041942,,,NA,transmembrane protein;(source:Araport11),NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G46690,353,NA,0,30,107,1,1,10,0.220228,0.234961,0,4.40E-05,4.40E-05,73,0.000115,0,0,0,0.009547,SMALL AUXIN UPREGULATED RNA 32 (SAUR32),SMALL AUXIN UPREGULATED RNA 32 (SAUR32),NA,SAUR-like auxin-responsive protein family;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G46870,88,NA,0,33,57,3,3,10,0.238465,0.255256,1595.236477,0.000157,0.000157,44,0.000249,0,0,0,0.016693,NGATHA1 (NGA1),NGATHA1 (NGA1),NA,Member of the RAV family  of DNA binding proteins. Contains B3 domain. Recognizes 5'-CACCTG-'3 motif.,NA,auxin,auxin,auxin,auxin,auxin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0
AT2G46890,131,NA,0,11,15,5,5,10,0.228057,0.259837,317.172463,0.058429,0.058429,3,0.000326,0,0.2,2,0.143892, (PNET3), (PNET3),NA,3-oxo-5-alpha-steroid 4-dehydrogenase (DUF1295);(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G46900,2290,NA,0,282,595,1,1,1,1,1,0,0,0,119,0.00038,101,0,0,0.000493,,,NA,transcription factor-like protein;(source:Araport11),NA,,,transcription factor,transcription factor,transcription factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G47030,290,NA,0,11,15,1,1,10,0.217565,0.242569,0,0.017268,0.017268,3,0.000115,0,0,0,0.043376, (VGDH1), (VGDH1),NULL,Plant invertase/pectin methylesterase inhibitor superfamily;(source:Araport11),Carbohydrate Esterase Gene Families,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G47060,643,NA,0,93,296,1,1,12,0.154567,0.158529,0,0,0,81,0.000186,0,0,0,0.000689,PTO-INTERACTING 1-4 (PTI1-4), (CARK3);PTO-INTERACTING 1-4 (PTI1-4),NA,"Encodes Pto-interacting 1-4 (PTI1-4), a member of the PTI1-like serine/threonine protein kinases that share strong sequence identity to the tomato PTI1 kinase.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G47110,1175,NA,0,179,434,1,1,2,0.6,0.666667,0,0,0,46,0.000263,37,0,0,0.000613,UBIQUITIN 6 (UBQ6),UBIQUITIN 6 (UBQ6);RIBOSOMAL PROTEIN S27AB (RPS27AB);UBIQUITIN EXTENSION PROTEIN 6 (UBI6),NA,polyubiquitin gene The mRNA is cell-to-cell mobile.,NA,NA,NA,protein degradation,protein degradation,protein degradation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
